date,season,normalized_season,round_number,match_number,home_team,away_team,home_goals,away_goals,official_sign,is_pleno15,official_round_id,match_id,home_team_raw,away_team_raw,home_team_normalized,away_team_normalized,home_team_canonical,away_team_canonical,mapping_status,competition,competition_type,data_quality,source,status,has_pleno15,total_matches,result_by_draw,kickoff,imported_at,prize_info_available,revenue_available
2022-02-27,2021-2022,2021-2022,41,8,Barcelona,Athletic de Bilbao,4,0,1,false,official-2021-2022-41,official-2021-2022-41-8,Barcelona,Athletic de Bilbao,barcelona,athletic,Barcelona,Athletic Club,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-02-27T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-02-27,2021-2022,2021-2022,41,9,Alcorcón,Ponferradina,2,2,X,false,official-2021-2022-41,official-2021-2022-41-9,Alcorcón,Ponferradina,alcorcon,ponferradina,Alcorcon,Ponferradina,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-02-27T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-02-27,2021-2022,2021-2022,41,10,Eibar,Burgos,1,0,1,false,official-2021-2022-41,official-2021-2022-41-10,Eibar,Burgos,eibar,burgos,Eibar,Burgos,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-02-27T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-02-27,2021-2022,2021-2022,41,11,Leganés,Girona,1,1,X,false,official-2021-2022-41,official-2021-2022-41-11,Leganés,Girona,leganes,girona,Leganes,Girona,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-02-27T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-02-27,2021-2022,2021-2022,41,12,Las Palmas,Lugo,2,2,X,false,official-2021-2022-41,official-2021-2022-41-12,Las Palmas,Lugo,laspalmas,lugo,Las Palmas,Lugo,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-02-27T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-02-27,2021-2022,2021-2022,41,13,Mirandés,Tenerife,2,1,1,false,official-2021-2022-41,official-2021-2022-41-13,Mirandés,Tenerife,mirandes,tenerife,Mirandes,Tenerife,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-02-27T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-02-27,2021-2022,2021-2022,41,14,Valladolid,Amorebieta,5,1,1,false,official-2021-2022-41,official-2021-2022-41-14,Valladolid,Amorebieta,valladolid,amorebieta,Valladolid,Amorebieta,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-02-27T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-02-27,2021-2022,2021-2022,41,15,Granada,Cádiz,0,0,X,true,official-2021-2022-41,official-2021-2022-41-15,Granada,Cádiz,granada,cadiz,Granada,Cadiz,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-02-27T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-06,2021-2022,2021-2022,42,1,Betis,Atlético de Madrid,1,3,2,false,official-2021-2022-42,official-2021-2022-42-1,Betis,Atlético de Madrid,betis,atleticomadrid,Betis,Atletico Madrid,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-06T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-06,2021-2022,2021-2022,42,2,Celta,Mallorca,4,3,1,false,official-2021-2022-42,official-2021-2022-42-2,Celta,Mallorca,celta,mallorca,Celta,Mallorca,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-06T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-06,2021-2022,2021-2022,42,3,Cádiz,Rayo Vallecano,2,0,1,false,official-2021-2022-42,official-2021-2022-42-3,Cádiz,Rayo Vallecano,cadiz,rayovallecano,Cadiz,Rayo Vallecano,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-06T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-06,2021-2022,2021-2022,42,4,Espanyol,Getafe,2,0,1,false,official-2021-2022-42,official-2021-2022-42-4,Espanyol,Getafe,espanyol,getafe,Espanyol,Getafe,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-06T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-06,2021-2022,2021-2022,42,5,Osasuna,Villarreal,1,0,1,false,official-2021-2022-42,official-2021-2022-42-5,Osasuna,Villarreal,osasuna,villarreal,Osasuna,Villarreal,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-06T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-06,2021-2022,2021-2022,42,6,Real Madrid,Real Sociedad,4,1,1,false,official-2021-2022-42,official-2021-2022-42-6,Real Madrid,Real Sociedad,realmadrid,realsociedad,Real Madrid,Real Sociedad,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-06T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-06,2021-2022,2021-2022,42,7,Valencia,Granada,3,1,1,false,official-2021-2022-42,official-2021-2022-42-7,Valencia,Granada,valencia,granada,Valencia,Granada,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-06T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-06,2021-2022,2021-2022,42,8,Elche,Barcelona,1,2,2,false,official-2021-2022-42,official-2021-2022-42-8,Elche,Barcelona,elche,barcelona,Elche,Barcelona,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-06T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-06,2021-2022,2021-2022,42,9,Cartagena,Eibar,4,1,1,false,official-2021-2022-42,official-2021-2022-42-9,Cartagena,Eibar,cartagena,eibar,Cartagena,Eibar,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-06T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-06,2021-2022,2021-2022,42,10,Fuenlabrada,Burgos,1,2,2,false,official-2021-2022-42,official-2021-2022-42-10,Fuenlabrada,Burgos,fuenlabrada,burgos,Fuenlabrada,Burgos,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-06T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-06,2021-2022,2021-2022,42,11,Girona,R. Oviedo,2,1,1,false,official-2021-2022-42,official-2021-2022-42-11,Girona,R. Oviedo,girona,realoviedo,Girona,Real Oviedo,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-06T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-06,2021-2022,2021-2022,42,12,Huesca,Las Palmas,0,0,X,false,official-2021-2022-42,official-2021-2022-42-12,Huesca,Las Palmas,huesca,laspalmas,Huesca,Las Palmas,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-06T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-06,2021-2022,2021-2022,42,13,Ponferradina,Ibiza,1,1,X,false,official-2021-2022-42,official-2021-2022-42-13,Ponferradina,Ibiza,ponferradina,ibiza,Ponferradina,Ibiza,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-06T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-06,2021-2022,2021-2022,42,14,Tenerife,Valladolid,1,4,2,false,official-2021-2022-42,official-2021-2022-42-14,Tenerife,Valladolid,tenerife,valladolid,Tenerife,Valladolid,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-06T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-06,2021-2022,2021-2022,42,15,Athletic de Bilbao,Levante,3,1,1,true,official-2021-2022-42,official-2021-2022-42-15,Athletic de Bilbao,Levante,athletic,levante,Athletic Club,Levante,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-06T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-09,2021-2022,2021-2022,43,1,Bayern M.,Salzburgo,7,1,1,false,official-2021-2022-43,official-2021-2022-43-1,Bayern M.,Salzburgo,bayernm,salzburgo,Bayern M.,Salzburgo,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-09,2021-2022,2021-2022,43,2,Liverpool,Inter De Milán,0,1,2,false,official-2021-2022-43,official-2021-2022-43-2,Liverpool,Inter De Milán,liverpool,intermilan,Liverpool,Inter De Milán,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-09,2021-2022,2021-2022,43,3,Manchester City,Sporting,0,0,X,false,official-2021-2022-43,official-2021-2022-43-3,Manchester City,Sporting,manchestercity,sporting,Manchester City,Sporting,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-09,2021-2022,2021-2022,43,4,Real Madrid,PSG,3,1,1,false,official-2021-2022-43,official-2021-2022-43-4,Real Madrid,PSG,realmadrid,parissg,Real Madrid,Paris SG,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-09,2021-2022,2021-2022,43,5,Porto,Lyon,0,1,2,false,official-2021-2022-43,official-2021-2022-43-5,Porto,Lyon,porto,lyon,Porto,Lyon,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-09,2021-2022,2021-2022,43,6,Betis,Eintracht,1,2,2,false,official-2021-2022-43,official-2021-2022-43-6,Betis,Eintracht,betis,eintracht,Betis,Eintracht,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-09,2021-2022,2021-2022,43,7,Barcelona,Galatasaray,0,0,X,false,official-2021-2022-43,official-2021-2022-43-7,Barcelona,Galatasaray,barcelona,galatasaray,Barcelona,Galatasaray,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-09,2021-2022,2021-2022,43,8,Rangers,Estrella Roja,3,0,1,false,official-2021-2022-43,official-2021-2022-43-8,Rangers,Estrella Roja,rangers,estrellaroja,Rangers,Estrella Roja,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-09,2021-2022,2021-2022,43,9,Braga,Mónaco,2,0,1,false,official-2021-2022-43,official-2021-2022-43-9,Braga,Mónaco,braga,monaco,Braga,Mónaco,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-09,2021-2022,2021-2022,43,10,Atalanta,Leverkusen,3,2,1,false,official-2021-2022-43,official-2021-2022-43-10,Atalanta,Leverkusen,atalanta,leverkusen,Atalanta,Leverkusen,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-09,2021-2022,2021-2022,43,11,SBV Vitesse,Roma,0,1,2,false,official-2021-2022-43,official-2021-2022-43-11,SBV Vitesse,Roma,sbvvitesse,roma,SBV Vitesse,Roma,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-09,2021-2022,2021-2022,43,12,Slavia Praga,Lask Linz,4,1,1,false,official-2021-2022-43,official-2021-2022-43-12,Slavia Praga,Lask Linz,slaviapraga,lasklinz,Slavia Praga,Lask Linz,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-09,2021-2022,2021-2022,43,13,PSV,Copenhague,4,4,X,false,official-2021-2022-43,official-2021-2022-43-13,PSV,Copenhague,psv,copenhague,PSV,Copenhague,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-09,2021-2022,2021-2022,43,14,Bodoglimt,Az Alkmaar,2,1,1,false,official-2021-2022-43,official-2021-2022-43-14,Bodoglimt,Az Alkmaar,bodoglimt,azalkmaar,Bodoglimt,Az Alkmaar,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-09,2021-2022,2021-2022,43,15,Sevilla,West Ham,1,0,1,true,official-2021-2022-43,official-2021-2022-43-15,Sevilla,West Ham,sevilla,westham,Sevilla,West Ham,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-13,2021-2022,2021-2022,44,1,Levante,Espanyol,1,1,X,false,official-2021-2022-44,official-2021-2022-44-1,Levante,Espanyol,levante,espanyol,Levante,Espanyol,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-13T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-13,2021-2022,2021-2022,44,2,Granada,Elche,0,1,2,false,official-2021-2022-44,official-2021-2022-44-2,Granada,Elche,granada,elche,Granada,Elche,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-13T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-13,2021-2022,2021-2022,44,3,Villarreal,Celta,1,0,1,false,official-2021-2022-44,official-2021-2022-44-3,Villarreal,Celta,villarreal,celta,Villarreal,Celta,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-13T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-13,2021-2022,2021-2022,44,4,Getafe,Valencia,0,0,X,false,official-2021-2022-44,official-2021-2022-44-4,Getafe,Valencia,getafe,valencia,Getafe,Valencia,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-13T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-13,2021-2022,2021-2022,44,5,Rayo Vallecano,Sevilla,1,1,X,false,official-2021-2022-44,official-2021-2022-44-5,Rayo Vallecano,Sevilla,rayovallecano,sevilla,Rayo Vallecano,Sevilla,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-13T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-13,2021-2022,2021-2022,44,6,Betis,Athletic de Bilbao,1,0,1,false,official-2021-2022-44,official-2021-2022-44-6,Betis,Athletic de Bilbao,betis,athletic,Betis,Athletic Club,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-13T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-13,2021-2022,2021-2022,44,7,Real Sociedad,Alavés,1,0,1,false,official-2021-2022-44,official-2021-2022-44-7,Real Sociedad,Alavés,realsociedad,alaves,Real Sociedad,Alaves,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-13T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-13,2021-2022,2021-2022,44,8,Barcelona,Osasuna,4,0,1,false,official-2021-2022-44,official-2021-2022-44-8,Barcelona,Osasuna,barcelona,osasuna,Barcelona,Osasuna,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-13T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-13,2021-2022,2021-2022,44,9,Almería,Lugo,3,3,X,false,official-2021-2022-44,official-2021-2022-44-9,Almería,Lugo,almeria,lugo,Almeria,Lugo,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-13T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-13,2021-2022,2021-2022,44,10,Las Palmas,Girona,1,3,2,false,official-2021-2022-44,official-2021-2022-44-10,Las Palmas,Girona,laspalmas,girona,Las Palmas,Girona,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-13T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-13,2021-2022,2021-2022,44,11,Málaga,Ponferradina,0,0,X,false,official-2021-2022-44,official-2021-2022-44-11,Málaga,Ponferradina,malaga,ponferradina,Malaga,Ponferradina,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-13T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-13,2021-2022,2021-2022,44,12,Eibar,Amorebieta,1,0,1,false,official-2021-2022-44,official-2021-2022-44-12,Eibar,Amorebieta,eibar,amorebieta,Eibar,Amorebieta,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-13T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-13,2021-2022,2021-2022,44,13,Sporting de Gijón,Tenerife,1,2,2,false,official-2021-2022-44,official-2021-2022-44-13,Sporting de Gijón,Tenerife,sporting,tenerife,Sporting,Tenerife,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-13T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-13,2021-2022,2021-2022,44,14,R. Oviedo,Valladolid,3,0,1,false,official-2021-2022-44,official-2021-2022-44-14,R. Oviedo,Valladolid,realoviedo,valladolid,Real Oviedo,Valladolid,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-13T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-13,2021-2022,2021-2022,44,15,Mallorca,Real Madrid,0,3,2,true,official-2021-2022-44,official-2021-2022-44-15,Mallorca,Real Madrid,mallorca,realmadrid,Mallorca,Real Madrid,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-13T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-16,2021-2022,2021-2022,45,1,Manch. United,Atlético de Madrid,0,1,2,false,official-2021-2022-45,official-2021-2022-45-1,Manch. United,Atlético de Madrid,manchunited,atleticomadrid,Manch. United,Atletico Madrid,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-16,2021-2022,2021-2022,45,2,Ajax,Benfica,0,1,2,false,official-2021-2022-45,official-2021-2022-45-2,Ajax,Benfica,ajax,benfica,Ajax,Benfica,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-16,2021-2022,2021-2022,45,3,Juventus,Villarreal,0,3,2,false,official-2021-2022-45,official-2021-2022-45-3,Juventus,Villarreal,juventus,villarreal,Juventus,Villarreal,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-16,2021-2022,2021-2022,45,4,Lille Losc,Chelsea,1,2,2,false,official-2021-2022-45,official-2021-2022-45-4,Lille Losc,Chelsea,lillelosc,chelsea,Lille Losc,Chelsea,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-16,2021-2022,2021-2022,45,5,Galatasaray,Barcelona,1,2,2,false,official-2021-2022-45,official-2021-2022-45-5,Galatasaray,Barcelona,galatasaray,barcelona,Galatasaray,Barcelona,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-16,2021-2022,2021-2022,45,6,Leverkusen,Atalanta,0,1,2,false,official-2021-2022-45,official-2021-2022-45-6,Leverkusen,Atalanta,leverkusen,atalanta,Leverkusen,Atalanta,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-16,2021-2022,2021-2022,45,7,Estrella Roja,Rangers,2,1,1,false,official-2021-2022-45,official-2021-2022-45-7,Estrella Roja,Rangers,estrellaroja,rangers,Estrella Roja,Rangers,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-16,2021-2022,2021-2022,45,8,Mónaco,Braga,1,1,X,false,official-2021-2022-45,official-2021-2022-45-8,Mónaco,Braga,monaco,braga,Mónaco,Braga,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-16,2021-2022,2021-2022,45,9,Eintracht Frankfurt,Betis,1,1,X,false,official-2021-2022-45,official-2021-2022-45-9,Eintracht Frankfurt,Betis,eintrachtfrankfurt,betis,Eintracht Frankfurt,Betis,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-16,2021-2022,2021-2022,45,10,Lyon,Porto,1,1,X,false,official-2021-2022-45,official-2021-2022-45-10,Lyon,Porto,lyon,porto,Lyon,Porto,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-16,2021-2022,2021-2022,45,11,Copenhague,PSV,0,4,2,false,official-2021-2022-45,official-2021-2022-45-11,Copenhague,PSV,copenhague,psv,Copenhague,PSV,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-16,2021-2022,2021-2022,45,12,Az Alkmaar,Bodoglimt,2,2,X,false,official-2021-2022-45,official-2021-2022-45-12,Az Alkmaar,Bodoglimt,azalkmaar,bodoglimt,Az Alkmaar,Bodoglimt,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-16,2021-2022,2021-2022,45,13,Lask Linz,S. Praga,4,3,1,false,official-2021-2022-45,official-2021-2022-45-13,Lask Linz,S. Praga,lasklinz,spraga,Lask Linz,S. Praga,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-16,2021-2022,2021-2022,45,14,Roma,SBV Vitesse,1,1,X,false,official-2021-2022-45,official-2021-2022-45-14,Roma,SBV Vitesse,roma,sbvvitesse,Roma,SBV Vitesse,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-16,2021-2022,2021-2022,45,15,West Ham,Sevilla,2,0,1,true,official-2021-2022-45,official-2021-2022-45-15,West Ham,Sevilla,westham,sevilla,West Ham,Sevilla,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-20,2021-2022,2021-2022,46,1,Alavés,Granada,2,3,2,false,official-2021-2022-46,official-2021-2022-46-1,Alavés,Granada,alaves,granada,Alaves,Granada,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-20T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-20,2021-2022,2021-2022,46,2,Elche,Valencia,0,1,2,false,official-2021-2022-46,official-2021-2022-46-2,Elche,Valencia,elche,valencia,Elche,Valencia,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-20T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-20,2021-2022,2021-2022,46,3,Osasuna,Levante,3,1,1,false,official-2021-2022-46,official-2021-2022-46-3,Osasuna,Levante,osasuna,levante,Osasuna,Levante,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-20T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-20,2021-2022,2021-2022,46,4,Rayo Vallecano,Atlético de Madrid,0,1,2,false,official-2021-2022-46,official-2021-2022-46-4,Rayo Vallecano,Atlético de Madrid,rayovallecano,atleticomadrid,Rayo Vallecano,Atletico Madrid,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-20T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-20,2021-2022,2021-2022,46,5,Espanyol,Mallorca,1,0,1,false,official-2021-2022-46,official-2021-2022-46-5,Espanyol,Mallorca,espanyol,mallorca,Espanyol,Mallorca,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-20T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-20,2021-2022,2021-2022,46,6,Celta,Betis,0,0,X,false,official-2021-2022-46,official-2021-2022-46-6,Celta,Betis,celta,betis,Celta,Betis,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-20T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-20,2021-2022,2021-2022,46,7,Cádiz,Villarreal,1,0,1,false,official-2021-2022-46,official-2021-2022-46-7,Cádiz,Villarreal,cadiz,villarreal,Cadiz,Villarreal,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-20T00:00,2026-06-18T06:17:36.532926Z,false,false
2022-03-20,2021-2022,2021-2022,46,8,Sevilla,Real Sociedad,0,0,X,false,official-2021-2022-46,official-2021-2022-46-8,Sevilla,Real Sociedad,sevilla,realsociedad,Sevilla,Real Sociedad,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2022-03-20T00:00,2026-06-18T06:17:36.532926Z,false,false
