date,season,normalized_season,round_number,match_number,home_team,away_team,home_goals,away_goals,official_sign,is_pleno15,official_round_id,match_id,home_team_raw,away_team_raw,home_team_normalized,away_team_normalized,home_team_canonical,away_team_canonical,mapping_status,competition,competition_type,data_quality,source,status,has_pleno15,total_matches,result_by_draw,kickoff,imported_at,prize_info_available,revenue_available
2014-01-19,2013-2014,2013-2014,31,9,Tenerife,Alcorcón,0,4,2,false,official-2013-2014-31,official-2013-2014-31-9,Tenerife,Alcorcón,tenerife,alcorcon,Tenerife,Alcorcon,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-01-19T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-01-19,2013-2014,2013-2014,31,10,Recreativo,Ucam Murcia,0,0,X,false,official-2013-2014-31,official-2013-2014-31-10,Recreativo,Ucam Murcia,recreativo,ucammurcia,Recreativo,UCAM Murcia,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-01-19T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-01-19,2013-2014,2013-2014,31,11,Mallorca,Sabadell,4,1,1,false,official-2013-2014-31,official-2013-2014-31-11,Mallorca,Sabadell,mallorca,sabadell,Mallorca,Sabadell,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-01-19T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-01-19,2013-2014,2013-2014,31,12,Deportivo,Las Palmas,1,2,2,false,official-2013-2014-31,official-2013-2014-31-12,Deportivo,Las Palmas,deportivo,laspalmas,Deportivo,Las Palmas,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-01-19T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-01-19,2013-2014,2013-2014,31,13,Eibar,Jaen,2,0,1,false,official-2013-2014-31,official-2013-2014-31-13,Eibar,Jaen,eibar,jaen,Eibar,Jaen,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-01-19T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-01-19,2013-2014,2013-2014,31,14,Numancia,Lugo,0,1,2,false,official-2013-2014-31,official-2013-2014-31-14,Numancia,Lugo,numancia,lugo,Numancia,Lugo,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-01-19T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-01-19,2013-2014,2013-2014,31,15,Elche,Rayo Vallecano,2,0,1,true,official-2013-2014-31,official-2013-2014-31-15,Elche,Rayo Vallecano,elche,rayovallecano,Elche,Rayo Vallecano,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-01-19T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-01-26,2013-2014,2013-2014,32,1,Valencia,Espanyol,2,2,X,false,official-2013-2014-32,official-2013-2014-32-1,Valencia,Espanyol,valencia,espanyol,Valencia,Espanyol,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-01-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-01-26,2013-2014,2013-2014,32,2,Real Madrid,Granada,2,0,1,false,official-2013-2014-32,official-2013-2014-32-2,Real Madrid,Granada,realmadrid,granada,Real Madrid,Granada,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-01-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-01-26,2013-2014,2013-2014,32,3,Valladolid,Villarreal,1,0,1,false,official-2013-2014-32,official-2013-2014-32-3,Valladolid,Villarreal,valladolid,villarreal,Valladolid,Villarreal,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-01-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-01-26,2013-2014,2013-2014,32,4,Almería,Getafe,1,0,1,false,official-2013-2014-32,official-2013-2014-32-4,Almería,Getafe,almeria,getafe,Almeria,Getafe,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-01-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-01-26,2013-2014,2013-2014,32,5,Real Sociedad,Elche,4,0,1,false,official-2013-2014-32,official-2013-2014-32-5,Real Sociedad,Elche,realsociedad,elche,Real Sociedad,Elche,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-01-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-01-26,2013-2014,2013-2014,32,6,Sevilla,Levante,2,3,2,false,official-2013-2014-32,official-2013-2014-32-6,Sevilla,Levante,sevilla,levante,Sevilla,Levante,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-01-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-01-26,2013-2014,2013-2014,32,7,Barcelona,Málaga,3,0,1,false,official-2013-2014-32,official-2013-2014-32-7,Barcelona,Málaga,barcelona,malaga,Barcelona,Malaga,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-01-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-01-26,2013-2014,2013-2014,32,8,Mirandés,R. Zaragoza,0,1,2,false,official-2013-2014-32,official-2013-2014-32-8,Mirandés,R. Zaragoza,mirandes,zaragoza,Mirandes,Zaragoza,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-01-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-01-26,2013-2014,2013-2014,32,9,Hércules,Tenerife,2,3,2,false,official-2013-2014-32,official-2013-2014-32-9,Hércules,Tenerife,hercules,tenerife,Hércules,Tenerife,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-01-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-01-26,2013-2014,2013-2014,32,10,Sporting de Gijón,Recreativo,0,0,X,false,official-2013-2014-32,official-2013-2014-32-10,Sporting de Gijón,Recreativo,sporting,recreativo,Sporting,Recreativo,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-01-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-01-26,2013-2014,2013-2014,32,11,Ucam Murcia,Mallorca,2,2,X,false,official-2013-2014-32,official-2013-2014-32-11,Ucam Murcia,Mallorca,ucammurcia,mallorca,UCAM Murcia,Mallorca,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-01-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-01-26,2013-2014,2013-2014,32,12,Córdoba,Deportivo,0,1,2,false,official-2013-2014-32,official-2013-2014-32-12,Córdoba,Deportivo,cordoba,deportivo,Cordoba,Deportivo,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-01-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-01-26,2013-2014,2013-2014,32,13,Sabadell,Ponferradina,1,1,X,false,official-2013-2014-32,official-2013-2014-32-13,Sabadell,Ponferradina,sabadell,ponferradina,Sabadell,Ponferradina,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-01-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-01-26,2013-2014,2013-2014,32,14,Jaen,Numancia,0,0,X,false,official-2013-2014-32,official-2013-2014-32-14,Jaen,Numancia,jaen,numancia,Jaen,Numancia,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-01-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-01-26,2013-2014,2013-2014,32,15,Rayo Vallecano,Atlético de Madrid,2,4,2,true,official-2013-2014-32,official-2013-2014-32-15,Rayo Vallecano,Atlético de Madrid,rayovallecano,atleticomadrid,Rayo Vallecano,Atletico Madrid,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-01-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-02,2013-2014,2013-2014,33,1,Betis,Espanyol,2,0,1,false,official-2013-2014-33,official-2013-2014-33-1,Betis,Espanyol,betis,espanyol,Betis,Espanyol,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-02T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-02,2013-2014,2013-2014,33,2,Athletic de Bilbao,Real Madrid,1,1,X,false,official-2013-2014-33,official-2013-2014-33-2,Athletic de Bilbao,Real Madrid,athletic,realmadrid,Athletic Club,Real Madrid,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-02T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-02,2013-2014,2013-2014,33,3,Getafe,Valladolid,0,0,X,false,official-2013-2014-33,official-2013-2014-33-3,Getafe,Valladolid,getafe,valladolid,Getafe,Valladolid,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-02T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-02,2013-2014,2013-2014,33,4,Elche,Almería,1,0,1,false,official-2013-2014-33,official-2013-2014-33-4,Elche,Almería,elche,almeria,Elche,Almeria,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-02T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-02,2013-2014,2013-2014,33,5,Atlético de Madrid,Real Sociedad,4,0,1,false,official-2013-2014-33,official-2013-2014-33-5,Atlético de Madrid,Real Sociedad,atleticomadrid,realsociedad,Atletico Madrid,Real Sociedad,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-02T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-02,2013-2014,2013-2014,33,6,Levante,Rayo Vallecano,0,0,X,false,official-2013-2014-33,official-2013-2014-33-6,Levante,Rayo Vallecano,levante,rayovallecano,Levante,Rayo Vallecano,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-02T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-02,2013-2014,2013-2014,33,7,Barcelona,Valencia,2,3,2,false,official-2013-2014-33,official-2013-2014-33-7,Barcelona,Valencia,barcelona,valencia,Barcelona,Valencia,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-02T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-02,2013-2014,2013-2014,33,8,Recreativo,Alcorcón,2,1,1,false,official-2013-2014-33,official-2013-2014-33-8,Recreativo,Alcorcón,recreativo,alcorcon,Recreativo,Alcorcon,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-02T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-02,2013-2014,2013-2014,33,9,Mallorca,Sporting de Gijón,1,3,2,false,official-2013-2014-33,official-2013-2014-33-9,Mallorca,Sporting de Gijón,mallorca,sporting,Mallorca,Sporting,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-02T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-02,2013-2014,2013-2014,33,10,Alavés,Córdoba,1,1,X,false,official-2013-2014-33,official-2013-2014-33-10,Alavés,Córdoba,alaves,cordoba,Alaves,Cordoba,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-02T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-02,2013-2014,2013-2014,33,11,Jaen,Lugo,0,0,X,false,official-2013-2014-33,official-2013-2014-33-11,Jaen,Lugo,jaen,lugo,Jaen,Lugo,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-02T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-02,2013-2014,2013-2014,33,12,Ponferradina,Ucam Murcia,2,0,1,false,official-2013-2014-33,official-2013-2014-33-12,Ponferradina,Ucam Murcia,ponferradina,ucammurcia,Ponferradina,UCAM Murcia,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-02T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-02,2013-2014,2013-2014,33,13,Deportivo,Sabadell,2,1,1,false,official-2013-2014-33,official-2013-2014-33-13,Deportivo,Sabadell,deportivo,sabadell,Deportivo,Sabadell,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-02T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-02,2013-2014,2013-2014,33,14,Eibar,Las Palmas,1,0,1,false,official-2013-2014-33,official-2013-2014-33-14,Eibar,Las Palmas,eibar,laspalmas,Eibar,Las Palmas,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-02T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-02,2013-2014,2013-2014,33,15,Málaga,Sevilla,3,2,1,true,official-2013-2014-33,official-2013-2014-33-15,Málaga,Sevilla,malaga,sevilla,Malaga,Sevilla,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-02T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-09,2013-2014,2013-2014,34,1,Valencia,Betis,5,0,1,false,official-2013-2014-34,official-2013-2014-34-1,Valencia,Betis,valencia,betis,Valencia,Betis,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-09,2013-2014,2013-2014,34,2,Real Madrid,Villarreal,4,2,1,false,official-2013-2014-34,official-2013-2014-34-2,Real Madrid,Villarreal,realmadrid,villarreal,Real Madrid,Villarreal,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-09,2013-2014,2013-2014,34,3,Osasuna,Getafe,2,0,1,false,official-2013-2014-34,official-2013-2014-34-3,Osasuna,Getafe,osasuna,getafe,Osasuna,Getafe,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-09,2013-2014,2013-2014,34,4,Valladolid,Elche,2,2,X,false,official-2013-2014-34,official-2013-2014-34-4,Valladolid,Elche,valladolid,elche,Valladolid,Elche,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-09,2013-2014,2013-2014,34,5,Almería,Atlético de Madrid,2,0,1,false,official-2013-2014-34,official-2013-2014-34-5,Almería,Atlético de Madrid,almeria,atleticomadrid,Almeria,Atletico Madrid,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-09,2013-2014,2013-2014,34,6,Real Sociedad,Levante,0,0,X,false,official-2013-2014-34,official-2013-2014-34-6,Real Sociedad,Levante,realsociedad,levante,Real Sociedad,Levante,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-09,2013-2014,2013-2014,34,7,Sevilla,Barcelona,1,4,2,false,official-2013-2014-34,official-2013-2014-34-7,Sevilla,Barcelona,sevilla,barcelona,Sevilla,Barcelona,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-09,2013-2014,2013-2014,34,8,Lugo,R. Zaragoza,1,0,1,false,official-2013-2014-34,official-2013-2014-34-8,Lugo,R. Zaragoza,lugo,zaragoza,Lugo,Zaragoza,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-09,2013-2014,2013-2014,34,9,Hércules,Recreativo,1,2,2,false,official-2013-2014-34,official-2013-2014-34-9,Hércules,Recreativo,hercules,recreativo,Hércules,Recreativo,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-09,2013-2014,2013-2014,34,10,Ucam Murcia,Deportivo,1,0,1,false,official-2013-2014-34,official-2013-2014-34-10,Ucam Murcia,Deportivo,ucammurcia,deportivo,UCAM Murcia,Deportivo,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-09,2013-2014,2013-2014,34,11,Sabadell,Alavés,0,4,2,false,official-2013-2014-34,official-2013-2014-34-11,Sabadell,Alavés,sabadell,alaves,Sabadell,Alaves,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-09,2013-2014,2013-2014,34,12,Córdoba,Eibar,0,2,2,false,official-2013-2014-34,official-2013-2014-34-12,Córdoba,Eibar,cordoba,eibar,Cordoba,Eibar,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-09,2013-2014,2013-2014,34,13,Las Palmas,Numancia,0,0,X,false,official-2013-2014-34,official-2013-2014-34-13,Las Palmas,Numancia,laspalmas,numancia,Las Palmas,Numancia,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-09,2013-2014,2013-2014,34,14,Girona,Jaen,1,1,X,false,official-2013-2014-34,official-2013-2014-34-14,Girona,Jaen,girona,jaen,Girona,Jaen,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-09,2013-2014,2013-2014,34,15,Celta,Athletic de Bilbao,0,0,X,true,official-2013-2014-34,official-2013-2014-34-15,Celta,Athletic de Bilbao,celta,athletic,Celta,Athletic Club,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-09T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-16,2013-2014,2013-2014,35,1,Atlético de Madrid,Valladolid,3,0,1,false,official-2013-2014-35,official-2013-2014-35-1,Atlético de Madrid,Valladolid,atleticomadrid,valladolid,Atletico Madrid,Valladolid,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-16,2013-2014,2013-2014,35,2,Levante,Almería,1,0,1,false,official-2013-2014-35,official-2013-2014-35-2,Levante,Almería,levante,almeria,Levante,Almeria,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-16,2013-2014,2013-2014,35,3,Barcelona,Rayo Vallecano,6,0,1,false,official-2013-2014-35,official-2013-2014-35-3,Barcelona,Rayo Vallecano,barcelona,rayovallecano,Barcelona,Rayo Vallecano,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-16,2013-2014,2013-2014,35,4,Villarreal,Celta,0,2,2,false,official-2013-2014-35,official-2013-2014-35-4,Villarreal,Celta,villarreal,celta,Villarreal,Celta,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-16,2013-2014,2013-2014,35,5,Granada,Betis,1,0,1,false,official-2013-2014-35,official-2013-2014-35-5,Granada,Betis,granada,betis,Granada,Betis,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-16,2013-2014,2013-2014,35,6,Getafe,Real Madrid,0,3,2,false,official-2013-2014-35,official-2013-2014-35-6,Getafe,Real Madrid,getafe,realmadrid,Getafe,Real Madrid,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-16,2013-2014,2013-2014,35,7,Athletic de Bilbao,Espanyol,1,2,2,false,official-2013-2014-35,official-2013-2014-35-7,Athletic de Bilbao,Espanyol,athletic,espanyol,Athletic Club,Espanyol,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-16,2013-2014,2013-2014,35,8,Tenerife,R. Zaragoza,1,1,X,false,official-2013-2014-35,official-2013-2014-35-8,Tenerife,R. Zaragoza,tenerife,zaragoza,Tenerife,Zaragoza,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-16,2013-2014,2013-2014,35,9,Recreativo,Mirandés,1,0,1,false,official-2013-2014-35,official-2013-2014-35-9,Recreativo,Mirandés,recreativo,mirandes,Recreativo,Mirandes,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-16,2013-2014,2013-2014,35,10,Mallorca,Hércules,0,1,2,false,official-2013-2014-35,official-2013-2014-35-10,Mallorca,Hércules,mallorca,hercules,Mallorca,Hércules,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-16,2013-2014,2013-2014,35,11,Deportivo,Sporting de Gijón,1,1,X,false,official-2013-2014-35,official-2013-2014-35-11,Deportivo,Sporting de Gijón,deportivo,sporting,Deportivo,Sporting,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-16,2013-2014,2013-2014,35,12,Alavés,Ucam Murcia,0,1,2,false,official-2013-2014-35,official-2013-2014-35-12,Alavés,Ucam Murcia,alaves,ucammurcia,Alaves,UCAM Murcia,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-16,2013-2014,2013-2014,35,13,Eibar,Sabadell,1,0,1,false,official-2013-2014-35,official-2013-2014-35-13,Eibar,Sabadell,eibar,sabadell,Eibar,Sabadell,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-16,2013-2014,2013-2014,35,14,Numancia,Córdoba,3,0,1,false,official-2013-2014-35,official-2013-2014-35-14,Numancia,Córdoba,numancia,cordoba,Numancia,Cordoba,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-16,2013-2014,2013-2014,35,15,Sevilla,Valencia,0,0,X,true,official-2013-2014-35,official-2013-2014-35-15,Sevilla,Valencia,sevilla,valencia,Sevilla,Valencia,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-16T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-19,2013-2014,2013-2014,36,1,Leverkusen,PSG,0,4,2,false,official-2013-2014-36,official-2013-2014-36-1,Leverkusen,PSG,leverkusen,parissg,Leverkusen,Paris SG,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-19T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-19,2013-2014,2013-2014,36,2,Arsenal,Bayern M.,0,2,2,false,official-2013-2014-36,official-2013-2014-36-2,Arsenal,Bayern M.,arsenal,bayernm,Arsenal,Bayern M.,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-19T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-19,2013-2014,2013-2014,36,3,Milan,Atlético de Madrid,0,1,2,false,official-2013-2014-36,official-2013-2014-36-3,Milan,Atlético de Madrid,milan,atleticomadrid,Milan,Atletico Madrid,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-19T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-19,2013-2014,2013-2014,36,4,Dinamo Kiev,Valencia,0,2,2,false,official-2013-2014-36,official-2013-2014-36-4,Dinamo Kiev,Valencia,dinamokiev,valencia,Dinamo Kiev,Valencia,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-19T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-19,2013-2014,2013-2014,36,5,PAOK,Benfica,0,1,2,false,official-2013-2014-36,official-2013-2014-36-5,PAOK,Benfica,paok,benfica,PAOK,Benfica,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-19T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-19,2013-2014,2013-2014,36,6,Dnipro,Tottenham,1,0,1,false,official-2013-2014-36,official-2013-2014-36-6,Dnipro,Tottenham,dnipro,tottenham,Dnipro,Tottenham,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-19T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-19,2013-2014,2013-2014,36,7,Juventus,Trabzonspor,2,0,1,false,official-2013-2014-36,official-2013-2014-36-7,Juventus,Trabzonspor,juventus,trabzonspor,Juventus,Trabzonspor,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-19T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-19,2013-2014,2013-2014,36,8,Esbjerg,Fiorentina,1,3,2,false,official-2013-2014-36,official-2013-2014-36-8,Esbjerg,Fiorentina,esbjerg,fiorentina,Esbjerg,Fiorentina,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-19T00:00,2026-06-18T06:17:36.532926Z,false,false
2014-02-19,2013-2014,2013-2014,36,9,Ajax,Salzburgo,0,3,2,false,official-2013-2014-36,official-2013-2014-36-9,Ajax,Salzburgo,ajax,salzburgo,Ajax,Salzburgo,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2014-02-19T00:00,2026-06-18T06:17:36.532926Z,false,false
